Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,month,day,Total_power_use
0.38,0.332,240.02,2.0,0,1,0,6,30,1
0.306,0.112,246.96,1.2,0,2,0,3,21,2
1.822,0.274,240.81,7.6,0,1,19,11,12,20
1.352,0.06,236.79,5.6,0,0,17,4,27,17
2.482,0.152,245.56,10.0,0,0,0,12,29,0
0.314,0.254,242.77,1.6,0,1,0,8,11,1
0.248,0.258,242.08,1.4,0,0,1,8,17,1
0.458,0.142,238.04,2.0,0,0,0,5,17,0
0.63,0.182,240.64,2.6,0,0,1,10,3,1
0.316,0.114,243.82,1.4,0,0,0,10,30,0
2.492,0.134,241.24,10.2,0,0,18,2,15,18
2.08,0.252,231.99,9.8,9,0,16,8,12,25
0.338,0.376,240.41,2.0,0,1,1,8,15,2
1.364,0.0,239.35,5.6,0,0,18,8,16,18
1.79,0.26,237.61,7.6,0,2,17,12,29,19
0.472,0.23,242.9,2.2,0,1,0,10,16,1
0.136,0.0,239.42,0.6,0,0,1,7,3,1
0.392,0.0,246.78,1.8,0,0,0,12,27,0
1.244,0.104,238.07,5.2,0,0,0,5,27,0
0.284,0.0,245.51,1.2,0,0,0,11,28,0
0.28,0.0,241.2,1.2,0,0,1,4,22,1
1.462,0.112,242.5,6.0,0,1,18,7,31,19
0.402,0.0,241.44,1.6,0,0,1,2,17,1
1.34,0.046,241.09,5.4,0,0,18,5,18,18
0.338,0.112,244.65,1.4,0,0,0,1,19,0
0.25,0.266,243.53,1.4,0,0,1,8,15,1
1.506,0.17,242.66,6.2,0,2,18,12,3,20
1.406,0.058,243.95,5.8,0,0,19,11,19,19
0.284,0.132,242.49,1.2,0,0,0,1,11,0
1.328,0.054,236.65,5.6,0,0,17,10,15,17
0.302,0.232,241.86,1.6,0,2,0,9,11,2
0.366,0.212,241.15,1.8,0,1,0,4,9,1
1.164,0.0,239.89,4.8,0,0,17,8,17,17
0.44,0.248,243.64,2.2,0,1,0,12,7,1
0.288,0.104,235.86,1.2,0,0,0,6,4,0
1.744,0.072,241.08,7.2,0,0,18,3,24,18
3.58,0.058,236.62,15.0,2,37,17,2,19,56
1.446,0.104,245.46,5.8,0,1,19,3,15,20
0.326,0.198,241.36,1.6,0,1,0,8,30,1
0.306,0.06,243.69,1.2,0,0,0,2,22,0
1.724,0.222,242.8,7.0,0,1,18,2,12,19
0.322,0.086,244.51,1.4,0,0,1,11,5,1
0.944,0.322,238.13,4.2,0,2,11,6,13,13
0.242,0.1,237.68,1.0,0,0,0,9,10,0
0.222,0.0,245.37,0.8,0,0,0,3,26,0
2.744,0.188,242.65,11.2,39,0,1,4,19,40
1.694,0.196,240.18,7.0,1,0,18,2,8,19
1.48,0.048,240.26,6.2,0,0,0,1,2,0
0.744,0.238,240.4,3.2,0,2,1,3,21,3
2.592,0.0,239.26,10.8,0,0,19,9,28,19
0.294,0.058,246.43,1.2,0,0,0,12,9,0
0.338,0.096,240.18,1.6,0,0,1,10,10,1
4.39,0.0,233.88,18.8,37,0,17,12,17,54
0.296,0.052,235.88,1.2,0,0,0,6,3,0
1.322,0.05,245.13,5.4,0,0,18,12,22,18
2.744,0.186,239.4,11.4,0,2,18,8,29,20
0.304,0.0,241.83,1.6,0,0,0,3,27,0
1.368,0.056,239.75,5.6,0,2,18,9,14,20
0.492,0.088,237.3,2.0,0,0,0,5,6,0
3.502,0.062,238.16,14.6,0,0,17,3,10,17
1.426,0.214,241.67,6.0,0,2,19,7,8,21
0.392,0.056,246.23,1.6,0,0,0,2,16,0
0.514,0.052,241.01,2.2,0,1,0,5,8,1
0.228,0.068,244.03,1.0,0,0,1,9,20,1
1.422,0.0,237.3,6.0,0,2,18,7,8,20
0.21,0.138,243.04,1.0,0,1,0,8,25,1
0.274,0.084,241.04,1.4,0,0,1,9,22,1
1.384,0.192,238.93,5.8,0,0,19,6,18,19
0.2,0.126,237.48,1.0,0,0,0,8,1,0
0.318,0.098,242.17,1.4,0,0,0,11,15,0
0.104,0.0,239.1,0.4,0,0,0,8,1,0
0.428,0.224,240.74,2.0,0,0,0,2,6,0
1.614,0.116,240.88,6.6,0,0,0,12,10,0
1.158,0.0,239.24,4.8,0,0,18,8,17,18
2.834,0.252,235.9,12.0,0,0,17,2,17,17
0.412,0.124,240.47,1.8,0,0,1,4,14,1
0.296,0.076,249.94,1.2,0,0,0,1,21,0
1.416,0.058,238.24,5.8,0,0,18,10,15,18
0.172,0.086,234.06,0.8,0,0,0,7,29,0
1.312,0.196,243.28,5.4,0,1,0,2,4,1
1.384,0.152,234.79,5.8,0,0,18,7,1,18
1.682,0.052,238.44,7.0,0,1,18,9,22,19
0.222,0.088,240.32,1.0,0,0,1,7,27,1
0.276,0.0,240.4,1.6,0,0,0,10,22,0
0.318,0.054,244.57,1.4,0,0,1,4,23,1
0.22,0.0,238.72,1.2,0,0,0,8,28,0
0.676,0.0,233.97,2.8,0,0,0,5,27,0
1.336,0.0,243.58,5.4,0,0,19,1,30,19
0.274,0.0,242.32,1.2,0,0,0,2,9,0
3.216,0.418,234.01,13.8,0,1,0,11,4,1
0.808,0.318,232.42,3.8,0,1,0,6,2,1
1.512,0.196,240.26,6.2,0,0,17,4,7,17
0.282,0.0,246.86,1.2,0,0,1,1,28,1
1.59,0.088,242.41,6.4,0,0,18,1,19,18
0.258,0.0,248.36,1.2,0,0,0,2,9,0
3.73,0.406,230.27,16.2,36,1,17,5,6,54
1.476,0.152,243.91,6.0,0,0,18,3,12,18
3.166,0.166,237.67,13.2,0,0,0,12,21,0
0.214,0.136,240.96,1.0,0,0,0,8,22,0
1.354,0.0,244.08,5.4,0,0,19,1,2,19
1.502,0.326,239.79,6.4,0,1,19,8,3,20
1.466,0.274,232.14,7.4,0,0,0,5,28,0
5.682,0.378,234.4,24.2,0,37,17,9,26,54
2.142,0.274,240.09,9.2,0,30,0,7,2,30
1.234,0.09,241.08,6.4,8,0,1,9,6,9
0.196,0.0,242.28,0.8,0,0,0,8,30,0
0.252,0.108,241.58,1.0,0,0,0,9,19,0
0.312,0.086,238.97,1.2,0,0,1,6,7,1
1.542,0.076,239.01,6.4,0,0,17,1,25,17
0.812,0.08,237.81,3.4,0,1,0,9,22,1
0.692,0.07,242.82,2.8,0,0,0,10,29,0
1.402,0.046,244.16,5.6,0,0,18,12,22,18
0.39,0.0,238.19,1.8,0,0,0,10,16,0
1.3,0.204,235.48,5.6,0,0,17,8,11,17
0.082,0.0,240.84,0.2,0,0,1,8,17,1
1.562,0.326,239.38,6.6,0,1,0,12,11,1
0.316,0.072,241.21,1.4,0,0,0,11,25,0
2.022,0.112,241.32,8.4,0,0,29,6,1,29
0.116,0.0,233.64,0.6,0,0,0,4,25,0
0.348,0.108,240.68,1.4,0,0,0,5,22,0
3.384,0.0,239.06,15.4,0,0,8,7,6,8
0.354,0.22,240.46,1.8,0,2,0,7,8,2
0.222,0.106,238.49,1.0,0,0,0,6,17,0
1.458,0.144,236.59,6.2,0,2,17,10,6,19
0.27,0.118,240.74,1.4,0,0,1,8,20,1
0.08,0.0,240.52,0.2,0,0,1,8,7,1
0.212,0.12,242.14,1.0,0,1,1,7,7,2
1.058,0.0,240.01,4.4,0,0,0,1,26,0
1.54,0.056,242.28,6.2,0,0,0,2,6,0
0.336,0.224,237.9,1.6,0,0,0,8,8,0
2.568,0.328,237.38,10.8,0,0,18,10,14,18
0.414,0.202,241.51,1.8,0,0,0,5,18,0
1.292,0.0,240.71,5.2,0,0,18,3,5,18
1.97,0.178,240.2,8.2,0,0,18,1,30,18
0.434,0.238,235.47,2.2,0,2,0,6,1,2
0.56,0.186,243.32,2.4,0,0,1,5,3,1
1.868,0.0,246.03,7.6,0,0,19,2,4,19
1.286,0.0,243.55,5.2,0,0,0,3,6,0
1.518,0.0,238.08,6.2,0,0,17,12,31,17
1.192,0.428,238.03,5.2,0,2,0,9,28,2
0.324,0.116,246.09,1.4,0,0,0,3,18,0
0.25,0.0,247.8,1.0,0,0,1,1,17,1
0.312,0.082,243.11,1.2,0,0,0,12,13,0
0.324,0.1,245.93,1.4,0,0,0,3,25,0
6.976,0.096,233.78,29.8,0,71,17,1,27,88
0.316,0.114,242.66,1.4,0,0,0,4,4,0
1.246,0.062,236.98,5.2,0,0,17,5,22,17
0.238,0.11,239.26,1.0,0,0,1,9,1,1
3.256,0.294,239.26,14.2,10,0,19,3,11,29
1.428,0.092,239.45,6.0,0,0,17,4,7,17
1.404,0.064,239.01,5.8,0,0,18,5,29,18
0.52,0.208,240.58,2.2,0,0,0,2,22,0
2.244,0.218,238.35,10.4,32,1,0,6,9,33
1.236,0.0,235.99,5.2,0,0,17,4,9,17
1.462,0.052,246.43,5.8,0,0,19,1,9,19
0.302,0.076,237.03,1.2,0,0,0,5,22,0
0.472,0.098,245.98,2.0,0,1,0,2,13,1
2.02,0.172,235.49,8.6,0,0,17,5,3,17
1.304,0.238,234.32,5.6,0,0,17,8,11,17
0.852,0.182,240.0,3.6,0,0,11,6,9,11
1.592,0.054,234.88,6.8,0,0,17,1,21,17
0.344,0.114,245.89,1.4,0,0,0,4,11,0
0.246,0.148,240.92,1.2,0,0,0,7,5,0
0.248,0.114,240.94,1.0,0,0,1,9,6,1
0.482,0.246,244.18,2.2,0,2,0,12,19,2
0.136,0.0,241.22,0.6,0,0,0,9,10,0
1.3,0.0,240.8,5.4,0,0,19,10,1,19
2.496,0.342,238.67,10.6,0,1,18,10,13,19
1.736,0.058,236.06,7.4,0,0,17,2,23,17
0.156,0.0,240.51,0.6,0,0,0,8,13,0
3.748,0.088,239.48,15.6,0,0,18,2,9,18
3.066,0.236,238.51,13.0,0,24,0,9,26,24
0.274,0.106,242.87,1.2,0,0,0,6,8,0
0.786,0.27,240.73,3.4,0,0,1,7,3,1
0.238,0.112,242.89,1.0,0,2,1,8,15,3
1.86,0.092,241.57,7.6,0,0,0,3,10,0
0.286,0.0,241.66,1.4,0,0,0,3,26,0
0.214,0.066,240.27,0.8,0,1,1,9,24,2
0.132,0.0,241.32,0.6,0,0,0,8,20,0
0.258,0.138,239.83,1.2,0,0,1,9,20,1
1.444,0.332,239.79,6.0,0,1,18,7,2,19
1.438,0.176,242.37,5.8,0,0,0,1,2,0
1.452,0.116,239.8,6.0,1,0,18,6,19,19
1.37,0.216,238.83,5.8,0,2,18,4,21,20
1.788,0.0,237.6,7.8,0,0,18,5,30,18
1.868,0.276,238.88,7.8,0,0,18,5,23,18
0.236,0.104,241.69,1.0,0,1,1,6,9,2
1.83,0.11,240.11,7.6,0,2,18,2,4,20
0.23,0.092,236.42,1.0,0,0,0,6,3,0
0.424,0.208,246.5,1.8,0,2,0,3,9,2
0.27,0.134,240.25,1.2,0,0,0,6,28,0
1.376,0.074,240.93,5.6,0,1,17,2,24,18
2.63,0.32,238.57,11.0,0,0,18,12,8,18
0.404,0.186,243.36,2.2,0,0,3,8,24,3
0.266,0.0,240.56,1.0,0,0,0,4,23,0
0.276,0.058,241.28,1.2,0,0,0,2,15,0
2.562,0.124,235.18,10.8,0,0,17,2,20,17
3.894,0.358,237.48,16.4,38,1,18,7,6,57
2.096,0.172,237.99,8.8,0,0,18,5,9,18
0.364,0.234,239.79,1.8,0,2,1,7,13,3
0.08,0.0,240.68,0.2,0,0,1,8,22,1
0.35,0.07,241.33,1.4,0,0,0,4,19,0
1.572,0.084,242.5,6.6,0,0,0,11,19,0
0.23,0.112,243.39,1.0,0,1,0,6,15,1
0.174,0.0,240.35,0.8,0,0,0,5,28,0
2.608,0.0,243.14,10.6,39,0,1,10,8,40
1.87,0.0,241.51,7.6,0,0,18,1,25,18
0.572,0.056,242.54,2.4,0,0,0,3,30,0
1.312,0.0,236.47,5.4,0,0,17,5,18,17
0.592,0.0,238.72,2.4,0,0,0,9,18,0
0.24,0.052,239.07,1.0,0,0,0,5,6,0
0.402,0.07,245.68,1.6,0,0,0,12,10,0
0.14,0.0,241.81,0.6,0,0,1,8,1,1
0.552,0.278,241.61,2.6,0,0,1,3,2,1
0.428,0.236,244.39,2.0,0,0,1,1,11,1
0.182,0.098,238.17,0.8,0,0,0,8,12,0
1.36,0.0,241.68,5.6,0,0,18,11,22,18
1.69,0.082,244.1,6.8,0,0,18,12,22,18
0.484,0.0,243.27,2.2,0,0,0,4,14,0
0.226,0.0,242.49,1.0,0,0,0,11,8,0
0.2,0.0,237.25,0.8,0,0,0,5,1,0
0.114,0.0,241.37,0.6,0,0,0,6,12,0
0.14,0.0,239.88,0.6,0,0,0,8,4,0
0.24,0.0,244.31,1.0,0,0,1,10,1,1
0.384,0.0,245.62,1.8,0,0,0,4,30,0
0.328,0.0,245.09,1.4,0,0,0,12,19,0
1.086,0.242,243.37,4.6,1,2,0,6,24,3
2.66,0.176,239.32,11.0,0,1,18,1,11,19
0.982,0.0,241.65,4.0,0,0,1,6,14,1
0.444,0.122,245.55,1.8,0,0,0,6,11,0
1.814,0.522,238.51,7.8,0,4,18,7,12,22
0.334,0.23,238.71,1.6,0,2,0,8,10,2
0.214,0.0,240.77,0.8,0,0,0,2,24,0
2.65,0.0,240.77,11.0,0,37,0,12,18,37
0.68,0.204,241.47,2.8,0,1,0,2,13,1
0.22,0.102,240.08,1.0,0,0,0,9,30,0
4.316,0.268,236.37,18.4,0,39,18,7,8,57
0.316,0.174,243.42,1.4,0,1,1,9,13,2
4.118,0.0,238.98,17.2,38,0,0,12,5,38
0.41,0.348,237.53,2.2,0,1,0,9,2,1
0.418,0.342,241.59,2.2,0,1,1,7,26,2
0.394,0.212,242.02,2.0,0,2,0,6,3,2
3.438,0.398,239.66,14.6,0,0,18,12,26,18
0.488,0.096,242.62,2.2,0,0,0,1,16,0
1.42,0.084,243.93,5.8,0,0,18,1,15,18
0.392,0.17,245.91,1.8,0,0,0,1,6,0
1.468,0.072,240.36,6.0,0,0,18,7,24,18
0.282,0.2,239.7,1.4,0,0,0,7,14,0
1.474,0.084,238.28,6.2,0,0,0,3,27,0
1.838,0.082,239.35,7.6,0,1,18,8,30,19
2.848,0.34,236.78,12.6,0,15,17,2,7,32
0.278,0.12,242.78,1.2,0,1,1,9,23,2
0.2,0.082,238.7,0.8,0,0,0,7,6,0
0.38,0.226,243.09,1.8,0,1,1,3,23,2
1.718,0.376,239.86,7.2,0,1,18,3,26,19
0.384,0.068,245.61,1.6,0,0,0,3,24,0
0.28,0.0,240.9,1.2,0,0,0,4,18,0
0.324,0.236,240.25,1.6,0,2,1,8,12,3
0.51,0.218,244.47,2.2,2,0,1,5,30,3
0.556,0.232,249.86,2.4,0,1,1,1,26,2
1.248,0.0,242.81,5.0,0,0,19,7,16,19
0.33,0.27,243.57,1.6,0,1,1,7,28,2
0.74,0.216,242.38,3.2,0,1,1,2,26,2
2.842,0.144,237.06,12.0,0,0,18,3,2,18
0.248,0.146,242.48,1.2,0,0,1,8,24,1
2.124,0.0,238.82,8.8,0,0,18,2,19,18
0.41,0.208,241.0,1.8,0,0,0,5,9,0
2.226,0.15,238.24,9.4,0,0,17,12,27,17
3.954,0.074,240.48,16.4,0,0,18,2,2,18
0.332,0.078,241.69,1.4,0,1,1,4,10,2
0.196,0.13,240.38,1.0,0,0,0,6,10,0
1.022,0.252,242.69,4.2,0,1,0,5,22,1
0.606,0.202,240.88,2.8,0,0,1,5,4,1
2.66,0.162,234.42,11.2,37,0,0,10,6,37
5.904,0.112,235.28,25.0,0,72,17,1,29,89
2.318,0.074,239.81,9.6,0,1,0,11,20,1
0.384,0.34,239.54,2.0,0,1,1,7,2,2
1.82,0.0,238.76,8.6,8,0,0,10,6,8
0.352,0.18,241.08,1.8,0,2,1,6,2,3
1.746,0.058,239.18,7.2,0,0,17,1,23,17
1.424,0.11,246.03,5.8,0,0,0,12,17,0
0.394,0.08,239.01,1.6,0,0,1,10,11,1
0.224,0.0,242.37,1.0,0,0,0,3,20,0
1.68,0.186,241.88,7.0,0,2,18,4,5,20
2.714,0.076,239.15,11.2,0,0,17,2,6,17
1.354,0.066,236.46,5.6,0,0,18,6,15,18
0.23,0.084,243.67,1.0,0,0,0,9,9,0
0.124,0.0,243.35,0.6,0,0,0,6,22,0
2.05,0.252,240.8,8.6,0,0,19,9,13,19
2.496,0.0,231.97,10.6,36,3,1,6,4,40
0.256,0.0,241.62,1.2,0,0,1,7,14,1
0.242,0.134,240.54,1.2,0,1,0,7,1,1
0.418,0.24,245.61,1.8,0,2,1,4,13,3
1.246,0.364,239.53,5.4,2,1,0,6,25,3
0.132,0.0,243.52,0.6,0,0,1,7,25,1
0.228,0.094,244.29,1.0,0,0,1,7,30,1
3.064,0.074,231.9,13.2,0,2,16,4,25,18
0.232,0.0,245.85,1.0,0,0,0,1,30,0
0.256,0.0,239.34,1.0,0,0,1,9,14,1
0.316,0.202,242.63,1.6,0,1,1,6,29,2
1.722,0.192,244.23,7.0,0,2,19,5,19,21
1.358,0.078,241.3,5.6,0,0,18,4,9,18
2.3,0.282,237.78,9.8,0,2,17,2,10,19
1.11,0.236,241.02,4.8,0,0,12,6,29,12
0.222,0.0,239.99,1.0,0,0,0,10,1,0
1.574,0.0,239.41,6.6,0,0,17,11,10,17
0.956,0.306,244.08,4.0,0,0,1,11,28,1
0.476,0.222,243.52,2.2,0,1,0,7,19,1
1.92,0.128,239.1,8.0,0,0,19,12,2,19
0.3,0.08,248.08,1.2,0,0,1,12,17,1
1.632,0.0,242.82,6.6,2,0,18,2,1,20
0.172,0.0,243.73,0.6,0,0,0,9,24,0
0.224,0.112,238.82,1.0,0,0,0,7,10,0
0.218,0.0,244.62,0.8,0,0,0,3,21,0
1.47,0.0,241.89,6.0,0,0,19,10,28,19
0.556,0.0,245.09,2.2,0,0,0,2,17,0
1.432,0.112,237.69,6.0,0,1,18,9,21,19
0.28,0.0,245.53,1.2,0,0,1,3,4,1
3.572,0.058,236.23,15.0,37,0,18,5,5,55
0.508,0.0,242.73,2.0,0,0,0,10,20,0
2.076,0.428,243.25,8.6,0,1,18,1,9,19
0.416,0.286,241.54,2.0,0,2,0,6,5,2
1.484,0.152,243.2,6.0,0,0,19,11,5,19
0.236,0.056,247.5,1.0,0,0,0,12,30,0
0.234,0.116,243.53,1.0,0,0,1,6,26,1
0.314,0.134,243.67,1.4,0,0,0,6,19,0
0.304,0.1,238.17,1.2,0,0,0,2,25,0
0.568,0.23,238.52,2.8,0,0,1,5,29,1
1.12,0.0,234.93,4.6,0,0,17,8,9,17
0.8,0.296,242.37,3.6,0,0,1,7,30,1
0.262,0.218,240.39,1.4,0,1,0,6,23,1
1.382,0.082,240.46,5.6,0,1,19,10,13,20
0.318,0.098,245.83,1.2,0,0,1,12,13,1
0.396,0.238,242.1,1.8,0,1,0,2,28,1
0.238,0.124,239.37,1.0,0,2,0,9,22,2
1.15,0.0,238.14,4.8,0,0,18,8,15,18
0.582,0.084,242.35,2.8,0,0,0,3,13,0
0.082,0.0,242.26,0.2,0,0,0,8,6,0
0.35,0.116,239.91,1.4,0,0,1,5,6,1
1.37,0.0,238.79,5.6,1,0,19,7,28,20
1.71,0.13,240.2,7.0,0,1,19,2,21,20
0.322,0.24,244.07,1.6,0,0,0,8,17,0
0.412,0.0,243.22,1.6,0,0,0,1,22,0
1.386,0.098,243.37,5.6,0,0,19,9,10,19
0.36,0.064,241.88,1.6,0,0,0,11,15,0
0.292,0.094,242.13,1.2,0,2,0,10,30,2
0.394,0.188,243.12,1.8,0,1,0,12,21,1
1.286,0.11,239.3,5.4,0,0,18,7,24,18
5.656,0.264,234.33,24.2,1,70,17,11,27,88
1.514,0.05,236.76,6.4,0,1,17,5,20,18
1.282,0.0,241.68,5.2,0,0,18,10,29,18
1.368,0.098,238.18,5.8,0,0,18,6,7,18
0.406,0.112,245.55,1.8,0,0,0,4,30,0
0.42,0.096,240.31,1.8,0,0,1,11,29,1
0.146,0.0,242.27,0.6,0,0,0,7,26,0
0.394,0.186,239.66,1.8,0,1,1,7,16,2
1.52,0.116,241.86,6.2,0,0,0,11,5,0
0.362,0.082,242.15,1.6,0,0,0,3,9,0
0.22,0.0,240.16,1.0,0,0,0,10,22,0
0.364,0.0,236.81,2.0,0,0,0,7,16,0
1.394,0.164,240.65,5.8,0,1,0,11,17,1
0.206,0.0,242.96,1.0,0,0,1,5,29,1
0.742,0.212,243.07,3.2,0,1,1,7,16,2
0.49,0.232,241.43,2.2,0,0,1,4,14,1
0.35,0.12,239.13,1.4,0,0,1,5,6,1
0.27,0.0,245.52,1.2,0,0,0,3,27,0
0.598,0.372,240.71,2.8,0,2,0,7,4,2
0.246,0.142,242.39,1.2,0,0,0,7,26,0
0.24,0.0,245.35,1.0,0,0,0,2,8,0
4.708,0.21,240.87,19.4,39,0,18,1,16,57
1.366,0.0,239.68,5.6,0,0,18,4,5,18
0.218,0.0,248.4,0.8,0,0,0,2,1,0
0.338,0.186,242.98,1.6,0,1,0,8,28,1
1.348,0.076,240.41,5.6,0,0,18,7,11,18
1.382,0.0,242.82,5.6,0,0,19,3,11,19
0.144,0.0,240.57,0.6,0,0,0,9,5,0
0.284,0.1,241.76,1.4,0,0,0,7,25,0
0.41,0.26,243.41,2.0,0,1,0,2,13,1
2.89,0.058,239.66,12.8,22,1,1,9,22,24
1.176,0.0,238.97,4.8,0,0,19,10,2,19
1.974,0.0,240.63,8.2,0,0,18,12,5,18
1.368,0.0,243.82,5.6,0,0,19,12,30,19
0.434,0.286,240.99,2.2,0,1,0,4,14,1
1.948,0.048,238.31,8.0,0,0,18,11,21,18
1.488,0.112,240.42,6.2,0,2,19,8,31,21
1.898,0.0,246.27,7.6,0,0,18,12,28,18
0.42,0.064,245.87,1.8,0,0,0,12,30,0
0.302,0.072,235.77,1.2,0,0,0,5,24,0
1.168,0.126,246.14,4.8,0,0,1,3,7,1
2.042,0.086,239.47,8.6,0,0,0,11,28,0
1.724,0.056,238.09,7.2,1,0,18,3,14,19
0.78,0.05,236.68,3.2,0,0,1,5,6,1
0.082,0.0,241.18,0.2,0,0,0,8,20,0
3.32,0.2,231.71,14.2,1,0,16,5,20,17
1.746,0.076,242.98,7.2,0,1,18,4,15,19
0.248,0.074,241.08,1.0,0,0,1,8,25,1
1.944,0.08,245.31,7.8,0,1,0,12,16,1
0.332,0.078,238.56,1.4,0,0,1,5,7,1
0.288,0.0,248.87,1.2,0,0,0,12,20,0
0.294,0.0,239.77,1.2,0,0,0,5,30,0
3.25,0.218,238.37,13.6,0,1,17,2,22,18
0.266,0.156,240.86,1.2,0,1,1,8,11,2
0.332,0.244,241.89,1.6,0,1,0,8,12,1
0.19,0.082,237.88,0.8,0,0,0,5,5,0
0.296,0.21,237.64,1.4,0,0,0,6,25,0
1.856,0.06,239.33,7.6,1,0,18,4,18,19
1.678,0.086,238.41,7.0,0,0,17,11,17,17
0.312,0.096,237.15,1.4,0,0,0,2,26,0
1.404,0.196,241.68,5.8,0,0,19,7,15,19
0.536,0.0,241.61,2.2,0,0,1,2,22,1
0.6,0.134,235.02,2.6,0,1,0,8,31,1
0.764,0.0,244.35,3.2,0,0,0,12,3,0
1.796,0.064,236.87,7.6,0,0,28,6,18,28
0.232,0.136,242.06,1.2,0,0,0,8,24,0
0.216,0.0,246.94,0.8,0,0,0,12,25,0
0.434,0.306,240.93,2.2,0,0,0,4,5,0
0.218,0.0,244.22,0.8,0,0,0,3,20,0
0.256,0.196,243.69,1.2,0,1,0,7,2,1
1.548,0.048,242.09,6.4,0,1,1,7,24,2
0.21,0.0,234.25,1.2,0,0,0,5,3,0
0.24,0.108,241.29,1.0,0,1,1,8,13,2
0.178,0.0,240.7,0.8,0,0,0,7,12,0
0.23,0.13,241.87,1.0,0,0,0,9,6,0
0.302,0.0,245.83,1.2,0,0,0,4,11,0
0.252,0.106,241.45,1.2,0,0,1,8,25,1
0.358,0.294,231.43,2.0,0,2,0,7,17,2
0.354,0.118,241.91,1.4,0,0,1,5,3,1
0.392,0.148,248.06,1.6,0,0,1,3,8,1
0.674,0.088,238.43,2.8,0,0,0,1,7,0
2.246,0.488,243.49,9.4,0,1,18,2,27,19
2.952,0.178,238.97,12.4,2,0,18,4,11,20
0.326,0.09,245.95,1.4,0,1,0,12,22,1
0.674,0.0,239.43,2.8,0,0,0,1,15,0
1.388,0.08,240.25,5.6,0,0,19,4,8,19
1.652,0.378,244.31,7.0,0,0,1,12,29,1
1.428,0.218,240.67,6.0,2,0,18,9,26,20
0.478,0.224,241.85,2.2,0,0,1,4,8,1
0.32,0.0,243.18,1.2,0,0,0,7,19,0
0.664,0.076,238.47,2.8,0,0,0,4,6,0
0.248,0.12,237.27,1.2,0,0,1,8,3,1
2.534,0.19,238.52,11.0,25,0,1,4,15,26
1.452,0.094,244.33,5.8,0,0,19,5,13,19
0.422,0.342,241.14,2.2,0,1,1,6,26,2
0.33,0.174,241.41,1.6,0,2,0,1,3,2
0.234,0.0,246.66,1.0,0,0,0,11,16,0
4.73,0.16,235.5,20.0,1,0,17,3,22,18
0.402,0.186,241.79,1.8,0,1,1,10,2,2
0.402,0.114,244.17,1.8,0,0,0,5,30,0
0.286,0.086,239.68,1.2,0,0,0,4,15,0
0.564,0.202,242.09,2.6,0,0,0,6,29,0
5.704,0.096,236.97,24.0,48,1,18,3,11,67
0.348,0.0,242.99,1.4,0,0,1,3,25,1
1.53,0.216,240.06,6.4,0,1,18,4,29,19
1.296,0.29,242.22,5.4,1,0,12,10,5,13
0.338,0.078,243.19,1.4,0,1,0,11,4,1
0.614,0.322,240.8,3.2,0,1,6,8,12,7
0.34,0.102,244.38,1.4,0,0,1,4,30,1
1.374,0.11,242.34,5.6,0,0,18,1,11,18
0.226,0.0,243.66,1.0,0,0,0,3,22,0
1.77,0.068,239.16,7.8,0,0,18,3,10,18
0.352,0.23,240.5,1.8,0,2,0,9,23,2
0.322,0.0,241.02,1.4,1,0,0,11,18,1
0.678,0.162,237.87,2.8,0,0,0,1,15,0
0.316,0.186,240.19,1.6,0,1,1,9,23,2
3.92,0.07,236.84,16.4,37,1,17,3,27,55
0.582,0.21,240.0,2.6,0,0,1,3,27,1
1.792,0.176,237.27,7.8,1,19,0,6,24,20
2.542,0.092,239.54,10.6,0,0,18,3,27,18
1.576,0.258,240.02,6.8,0,20,0,9,3,20
0.462,0.138,238.24,2.0,0,0,0,1,1,0
2.118,0.248,234.93,9.0,0,2,17,12,13,19
0.156,0.0,241.01,0.6,0,0,0,6,23,0
1.956,0.222,239.62,8.2,0,0,30,8,3,30
1.806,0.172,244.96,8.0,1,24,0,3,29,25
2.486,0.222,242.17,10.2,0,1,0,12,26,1
0.464,0.188,240.11,2.0,0,2,1,5,8,3
0.252,0.0,244.29,1.0,0,0,0,2,14,0
0.44,0.0,239.46,2.0,0,0,1,7,12,1
0.262,0.068,243.14,1.2,0,0,0,3,28,0
0.27,0.112,241.51,1.2,0,0,0,6,18,0
0.218,0.126,240.04,1.0,0,0,0,9,6,0
0.814,0.166,237.94,3.4,0,0,10,10,3,10
0.274,0.0,244.41,1.0,0,0,0,5,17,0
0.404,0.208,244.04,1.8,0,0,0,3,22,0
0.296,0.056,250.4,1.2,0,0,0,1,6,0
1.238,0.318,238.97,5.6,0,1,16,7,17,17
1.394,0.096,244.12,5.6,0,0,0,2,23,0
0.256,0.124,242.41,1.2,0,0,0,8,10,0
2.088,0.202,238.21,8.8,0,1,28,5,6,29
0.376,0.11,239.32,1.6,1,1,0,7,7,2
0.366,0.126,242.8,1.6,1,0,0,1,16,1
3.962,0.25,237.25,17.0,0,0,17,12,26,17
1.848,0.48,240.98,7.8,0,1,19,5,19,20
0.294,0.2,240.27,1.4,0,1,1,6,26,2
3.45,0.382,238.64,14.8,0,30,18,1,4,48
0.218,0.0,241.38,0.8,0,0,0,2,28,0
0.388,0.046,240.52,1.8,0,0,0,3,4,0
